id,name,price,fePrice,priceDrop,rating,specsScore,stock,brandId,categoryId,connectivity,processor,ram_storage,battery,display,camera,os,extra_note,imageId,url
pd142059cjz,Tecno Camon 40 Pro 5G,25990,"₹25,990",0.0,87,67,UPCOMING,7069,13,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster","Dimensity 7300, Octa Core, 2.5 GHz Processor","8 GB RAM, 256 GB inbuilt",5200 mAh Battery with 45W Fast Charging,"6.78 inches, 1080 x 2436 px, 144 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 50 MP Front Camera,Android v15,Bluetooth,miWdBFTF,https://www.smartprix.com/mobiles/tecno-camon-40-pro-ppd142059cjz
pd1mutp9pmm,Apple iPhone 17 Pro Max,147900,"₹1,47,900",0.74575615,85,81,IN_STOCK,8,13,"Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi","Apple A19 Pro, Hexa Core Processor","12 GB RAM, 256 GB inbuilt",4832 mAh Battery with Fast Charging,"6.9 inches, 1320 x 2868 px, 120 Hz Display with Dynamic Island",48 MP + 48 MP + 48 MP Triple Rear & 18 MP Front Camera,[NO] Memory Card Not Supported,iOS v26,pwKK83hK,https://www.smartprix.com/mobiles/apple-iphone-17-pro-max-ppd1mutp9pmm
pd1436zzr8s,Vivo X300,75998,"₹75,998",0.0,90,86,UNKNOWN,5921,13,"Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi, IR Blaster","Dimensity 9500, Octa Core, 4.21 GHz Processor","12 GB RAM, 256 GB inbuilt",6040 mAh Battery with 90W Fast Charging,"6.31 inches, 1216 x 2640 px, 120 Hz Display with Punch Hole",200 MP + 50 MP + 50 MP Triple Rear & 50 MP Front Camera,[NO] Memory Card Not Supported,Android v16,P8wcGkpt,https://www.smartprix.com/mobiles/vivo-x300-ppd1436zzr8s
pd159q5wrb0,Samsung Galaxy M17e 5G,14499,"₹14,499",-9.840933,93,54,ON_SALE,2,13,"Dual Sim, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","4 GB RAM, 128 GB inbuilt",6000 mAh Battery with 25W Fast Charging,"6.7 inches, 720 x 1600 px, 120 Hz Display with Water Drop Notch",50 MP + 2 MP Dual Rear & 8 MP Front Camera,"Memory Card (Hybrid), upto 2 TB",Android v16,YVASscIJ,https://www.smartprix.com/mobiles/samsung-galaxy-m17e-ppd159q5wrb0
pd1d57nde5z,OPPO Reno 16 5G,47999,"₹47,999",0.0,95,77,UPCOMING,68,13,"Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster",Octa Core Processor,"8 GB RAM, 256 GB inbuilt",7000 mAh Battery with 100W Fast Charging,"6.67 inches, 1256 x 2760 px, 120 Hz Display with Punch Hole",200 MP + 50 MP + 8 MP Triple Rear & 50 MP Front Camera,[NO] Memory Card Not Supported,Android v17,38y8Vzx1,https://www.smartprix.com/mobiles/oppo-reno-16-5g-ppd1d57nde5z
pd1rbi06dkt,Apple iPhone 16,69900,"₹69,900",-3.009625,95,70,IN_STOCK,8,13,"Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi","Bionic A18, Hexa Core, 4.04 GHz Processor","8 GB RAM, 128 GB inbuilt",3561 mAh Battery with Fast Charging,"6.1 inches, 1179 x 2556 px Display with Dynamic Island Display",48 MP + 12 MP Dual Rear & 12 MP Front Camera,[NO] Memory Card Not Supported,iOS v18,2e85bq8q,https://www.smartprix.com/mobiles/apple-iphone-16-ppd1rbi06dkt
pd1tzh1uzdp,Realme Narzo 90,18999,"₹18,999",-4.238271,88,62,UNKNOWN,7096,13,"Dual Sim, 5G, VoLTE, Wi-Fi","Dimensity 6400 Max, Octa Core Processor","6 GB RAM, 128 GB inbuilt",7000 mAh Battery with 60W Fast Charging,"6.57 inches, 1080 x 2372 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 50 MP Front Camera,Memory Card (Hybrid),Android v15,uYfvkRUc,https://www.smartprix.com/mobiles/realme-narzo-90-ppd1tzh1uzdp
pd19cy9qdq2,iQOO 15R,46999,"₹46,999",-2.9270597,83,84,UNKNOWN,8707,13,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster","Snapdragon 8 Gen5, Octa Core, 3.8 GHz Processor","8 GB RAM, 256 GB inbuilt",7600 mAh Battery with 100W Fast Charging,"6.59 inches, 1260 x 2750 px, 144 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 32 MP Front Camera,Android v16,[NO] No FM Radio,pksemR02,https://www.smartprix.com/mobiles/iqoo-15r-ppd19cy9qdq2
pd17lsqgku0,Tecno Spark Go 5G,9999,"₹9,999",0.0,81,52,IN_STOCK,7069,13,"Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster","Dimensity 6400, Octa Core, 2.5 GHz Processor","4 GB RAM, 128 GB inbuilt",6000 mAh Battery with 18W Fast Charging,"6.74 inches, 720 x 1600 px, 120 Hz Display with Punch Hole",50 MP Rear & 5 MP Front Camera,Memory Card Supported,Android v15,9uaFYB2R,https://www.smartprix.com/mobiles/tecno-spark-go-5g-ppd17lsqgku0
pd1munwr964,OnePlus Nord CE 6 Lite 5G (8GB RAM + 128GB),22999,"₹22,999",0.0,89,63,ON_SALE,686,13,"Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster","Dimensity 7400 Apex, Octa Core, 2.6 GHz Processor","8 GB RAM, 128 GB inbuilt",7000 mAh Battery with 45W Fast Charging,"6.72 inches, 1080 x 2400 px, 144 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 8 MP Front Camera,"Memory Card (Hybrid), upto 2 TB",Android v16,HArQgyGG,https://www.smartprix.com/mobiles/oneplus-nord-ce-6-lite-5g-8gb-ram-128gb-ppd1munwr964
pd1mhevvkc6,Vivo T4 Ultra,36999,"₹36,999",0.6964612,90,74,UNKNOWN,5921,13,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi","Dimensity 9300 Plus, Octa Core, 3.25 GHz Processor","8 GB RAM, 256 GB inbuilt",5500 mAh Battery with 90W Fast Charging,"6.67 inches, 1260 x 2800 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 8 MP Triple Rear & 32 MP Front Camera,[NO] Memory Card Not Supported,Android v15,zSx0A8ZX,https://www.smartprix.com/mobiles/vivo-t4-ultra-ppd1mhevvkc6
pd11276w3hl,Xiaomi Redmi 13 5G,12499,"₹12,499",-0.031011868,90,58,IN_STOCK,687,13,"Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster","Snapdragon 4 Gen 2 AE, Octa Core, 2.3 GHz Processor","6 GB RAM, 128 GB inbuilt",5030 mAh Battery with 33W Fast Charging,"6.79 inches, 1080 x 2460 px, 120 Hz Display with Punch Hole",108 MP + Macro Dual Rear & 13 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v14,65gJJJ9Y,https://www.smartprix.com/mobiles/xiaomi-redmi-13-5g-ppd11276w3hl
pd1m7035m5t,Oppo Find X9s,64990,"₹64,990",0.0,91,77,UPCOMING,68,13,"Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi, IR Blaster","Dimensity 9500s, Octa Core, 3.73 GHz Processor","12 GB RAM, 256 GB inbuilt",7025 mAh Battery with 100W Fast Charging,"6.59 inches, 1216 x 2640 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 50 MP Triple Rear & 32 MP Front Camera,Android v16,[NO] No FM Radio,2xNnX6aD,https://www.smartprix.com/mobiles/oppo-find-x9s-ppd1m7035m5t
pd1cxr5fr5p,OnePlus 13R 5G,41999,"₹41,999",-2.2411194,80,79,UNKNOWN,686,13,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster","Snapdragon 8 Gen3, Octa Core, 3.3 GHz Processor","12 GB RAM, 256 GB inbuilt",6000 mAh Battery with 80W Fast Charging,"6.78 inches, 1264 x 2780 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 8 MP Triple Rear & 16 MP Front Camera,[NO] Memory Card Not Supported,Android v15,T2u0D8TS,https://www.smartprix.com/mobiles/oneplus-13r-ppd1cxr5fr5p
pd17oig39en,Motorola Edge 70 Fusion 5G (8GB RAM + 256 GB),29090,"₹29,090",2.1418324,89,71,ON_SALE,4,13,"Dual Sim, 5G, VoLTE, Vo5G, NFC, Wi-Fi","Snapdragon 7s Gen4, Octa Core, 2.7 GHz Processor","8 GB RAM, 256 GB inbuilt",7000 mAh Battery with 68W Fast Charging,"6.78 inches, 1272 x 2772 px, 144 Hz Display with Punch Hole",50 MP + 13 MP + Dedicated 3-in-1 light sensor Triple Rear & 32 MP Front Camera,Android v16,[NO] No FM Radio,u2NLa7uY,https://www.smartprix.com/mobiles/motorola-edge-70-fusion-5g-8gb-ram-256-gb-ppd17oig39en
pd1tvyxm7fy,Samsung Galaxy A37 5G,31000,"₹31,000",16.18642,85,66,ON_SALE,2,13,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi","Exynos 1480, Octa Core, 2.7 GHz Processor","8 GB RAM, 128 GB inbuilt",5000 mAh Battery with 45W Fast Charging,"6.7 inches, 1080 x 2340 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 5 MP Triple Rear & 12 MP Front Camera,[NO] Memory Card Not Supported,Android v16,WOuobA0s,https://www.smartprix.com/mobiles/samsung-galaxy-a37-5g-ppd1tvyxm7fy
pd1vta21xu9,OPPO Reno 16 Pro 5G,69990,"₹69,990",0.0,81,86,UPCOMING,68,13,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster","Dimensity 9500s, Octa Core Processor","12 GB RAM, 256 GB inbuilt",7000 mAh Battery with 100W Fast Charging,"6.78 inches, 1272 x 2772 px, 120 Hz Display with Punch Hole",200 MP + 50 MP + 50 MP Triple Rear & 50 MP Front Camera,[NO] Memory Card Not Supported,Android v17,EMuCjjC3,https://www.smartprix.com/mobiles/oppo-reno-16-pro-5g-ppd1vta21xu9
pd1771t3osi,iQOO Z11 Turbo,31990,"₹31,990",0.0,81,83,UPCOMING,8707,13,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster","Snapdragon 8 Gen5, Octa Core, 3.8 GHz Processor","12 GB RAM, 256 GB inbuilt",7600 mAh Battery with 100W Fast Charging,"6.59 inches, 1260 x 2750 px, 144 Hz Display with Punch Hole",200 MP + 8 MP Dual Rear & 32 MP Front Camera,Android v16,[NO] No FM Radio,uwfSMdQT,https://www.smartprix.com/mobiles/iqoo-z11-turbo-ppd1771t3osi
pd1i7vu80cl,Apple iPhone 15,59900,"₹59,900",-2.8716776,93,66,IN_STOCK,8,13,"Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi","Bionic A16, Hexa Core, 3.46 GHz Processor","6 GB RAM, 128 GB inbuilt",3349 mAh Battery with Fast Charging,"6.1 inches, 1179 x 2556 px Display with Dynamic Island",48 MP + 12 MP Dual Rear & 12 MP Front Camera,[NO] Memory Card Not Supported,iOS v17,WLT056zS,https://www.smartprix.com/mobiles/apple-iphone-15-ppd1i7vu80cl
pd19p7lpg8t,Samsung Galaxy F56 5G,21549,"₹21,549",6.841022,87,64,UNKNOWN,2,13,"Dual Sim, 5G, VoLTE, Wi-Fi","Exynos 1480, Octa Core, 2.7 GHz Processor","8 GB RAM, 128 GB inbuilt",5000 mAh Battery with 45W Fast Charging,"6.74 inches, 1080 x 2340 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 12 MP Front Camera,[NO] Memory Card Not Supported,Android v15,lwcdDOjT,https://www.smartprix.com/mobiles/samsung-galaxy-f56-5g-ppd19p7lpg8t
pd1e94w8q7u,Vivo Y37c,7999,"₹7,999",0.0,85,45,UPCOMING,5921,13,"Dual Sim, 5G, VoLTE, Wi-Fi","Unisoc T7225, Octa Core Processor","6 GB RAM, 128 GB inbuilt",5500 mAh Battery with 15W Fast Charging,"6.56 inches, 720 x 1612 px, 90 Hz Display with Water Drop Notch",13 MP + Ultra Wide Dual Rear & 5 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v14,jSE2v2hv,https://www.smartprix.com/mobiles/vivo-y37c-ppd1e94w8q7u
pd1aku7730p,iQOO Z10 5G,24998,"₹24,998",-0.044549134,84,67,UNKNOWN,8707,13,"Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster","Snapdragon 7s Gen3, Octa Core, 2.5 GHz Processor","8 GB RAM, 128 GB inbuilt",7300 mAh Battery with 90W Fast Charging,"6.77 inches, 1080 x 2392 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 32 MP Front Camera,[NO] Memory Card Not Supported,Android v15,0WSqs965,https://www.smartprix.com/mobiles/iqoo-z10-5g-ppd1aku7730p
pd103v7vlm2,Xiaomi Redmi Note 15 5G Special Edition,19870,"₹19,870",1.8352653,86,64,ON_SALE,687,13,"Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster","Snapdragon 6 Gen3, Octa Core, 2.4 GHz Processor","6 GB RAM, 128 GB inbuilt",5800 mAh Battery with 45W Fast Charging,"6.77 inches, 2392 x 1080 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 20 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v15,IIbS8hqg,https://www.smartprix.com/mobiles/xiaomi-redmi-note-15-5g-special-edition-ppd103v7vlm2
pd1y7r08xjh,Motorola Edge 60 Fusion 5G (8GB RAM + 128GB),22449,"₹22,449",-2.695139,87,67,UNKNOWN,4,13,"Dual Sim, 5G, VoLTE, Vo5G, Wi-Fi","Dimensity 7400, Octa Core, 2.6 GHz Processor","8 GB RAM, 128 GB inbuilt",5500 mAh Battery with 68W Fast Charging,"6.7 inches, 1220 x 2712 px, 120 Hz Display with Punch Hole",50 MP + 13 MP Dual Rear & 32 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v15,UVypgfoE,https://www.smartprix.com/mobiles/motorola-edge-60-fusion-5g-8gb-ram-128gb-ppd1y7r08xjh
pd12rvg0vbi,Realme 15 Pro 5G (8GB RAM + 256GB),33999,"₹33,999",-7.1486254,88,74,UNKNOWN,7096,13,"Dual Sim, 5G, VoLTE, Wi-Fi","Snapdragon 7 Gen4, Octa Core, 2.8 GHz Processor","8 GB RAM, 256 GB inbuilt",7000 mAh Battery with 80W Fast Charging,"6.8 inches, 1280 x 2800 px, 144 Hz Display with Punch Hole",50 MP + 50 MP Dual Rear & 50 MP Front Camera,Android v15,[NO] No FM Radio,2FqFDqt9,https://www.smartprix.com/mobiles/realme-15-pro-5g-8gb-ram-256gb-ppd12rvg0vbi
pd1ot5cz1vf,Poco M7 Plus 5G,15339,"₹15,339",-1.7992169,91,59,UNKNOWN,8688,13,"Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster","Snapdragon 6s Gen3, Octa Core, 2.3 GHz Processor","6 GB RAM, 128 GB inbuilt",7000 mAh Battery with 33W Fast Charging,"6.9 inches, 1080 x 2340 px, 144 Hz Display with Punch Hole",50 MP Rear & 8 MP Front Camera,"Memory Card (Hybrid), upto 2 TB",Android v15,A7VkJ0Hc,https://www.smartprix.com/mobiles/poco-m7-plus-5g-ppd1ot5cz1vf
pd1qv80akej,OPPO K13,22440,"₹22,440",-12.799814,83,62,UNKNOWN,68,13,"Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster","Snapdragon 6 Gen4, Octa Core, 2.3 GHz Processor","8 GB RAM, 128 GB inbuilt",7000 mAh Battery with 80W Fast Charging,"6.67 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 16 MP Front Camera,Android v15,[NO] No FM Radio,UStaWlOJ,https://www.smartprix.com/mobiles/oppo-k13-ppd1qv80akej
pd1l9e8wv61,Samsung Galaxy A07 5G,12999,"₹12,999",9.835661,86,57,UNKNOWN,2,13,"Dual Sim, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","4 GB RAM, 128 GB inbuilt",6000 mAh Battery with 25W Fast Charging,"6.74 inches, 720 x 1600 px, 120 Hz Display with Water Drop Notch",50 MP + 2 MP Dual Rear & 8 MP Front Camera,"Memory Card Supported, upto 2 TB",Android v16,r7hDSfwg,https://www.smartprix.com/mobiles/samsung-galaxy-a07-5g-ppd1l9e8wv61
pd1nya0l7ja,Xiaomi Redmi Note 15 5G,24999,"₹24,999",-7.5525503,92,70,UNKNOWN,687,13,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster","Snapdragon 6 Gen3, Octa Core, 2.4 GHz Processor","8 GB RAM, 128 GB inbuilt",5520 mAh Battery with 45W Fast Charging,"6.77 inches, 1080 x 2392 px, 120 Hz Display with Punch Hole",108 MP + 8 MP Dual Rear & 20 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v15,LGKKSHR1,https://www.smartprix.com/mobiles/xiaomi-redmi-note-15-ppd1nya0l7ja
pd1u4z3r099,Samsung Galaxy F05,6499,"₹6,499",0.0,80,44,IN_STOCK,2,13,"Dual Sim, 4G, VoLTE, Wi-Fi","Helio G85, Octa Core, 2 GHz Processor","4 GB RAM, 64 GB inbuilt",5000 mAh Battery with 25W Fast Charging,"6.74 inches, 720 x 1600 px Display with Water Drop Notch",50 MP + 2 MP Dual Rear & 8 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v14,h8DwoaOL,https://www.smartprix.com/mobiles/samsung-galaxy-f05-ppd1u4z3r099
pd1hkmbdn7d,iQOO 15T,59990,"₹59,990",0.0,92,83,UPCOMING,8707,13,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster","Dimensity 9500, Octa Core Processor","12 GB RAM, 256 GB inbuilt",8000 mAh Battery with 100W Fast Charging,"6.82 inches, 1440 x 3200 px, 144 Hz Display with Punch Hole",200 MP + 50 MP Dual Rear & 16 MP Front Camera,Android v16,[NO] No FM Radio,4jBcSLjj,https://www.smartprix.com/mobiles/iqoo-15t-ppd1hkmbdn7d
pd12uoeq10x,Vivo T5x 5G (8GB RAM + 256GB),26689,"₹26,689",-7.5592227,82,67,ON_SALE,5921,13,"Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster","Dimensity 7400 Turbo, Octa Core, 2.6 GHz Processor","8 GB RAM, 256 GB inbuilt",7200 mAh Battery with 44W Fast Charging,"6.76 inches, 1080 x 2344 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 32 MP Front Camera,Android v16,[NO] No FM Radio,5ZskHKDu,https://www.smartprix.com/mobiles/vivo-t5x-5g-8gb-ram-256gb-ppd12uoeq10x
pd1cnmjcowe,Xiaomi Redmi A7 Pro 5G,11999,"₹11,999",2.3311243,92,54,ON_SALE,687,13,"Dual Sim, 5G, VoLTE, Wi-Fi","Unisoc T8300, Octa Core, 2.2 GHz Processor","4 GB RAM, 64 GB inbuilt",6300 mAh Battery with 15W Fast Charging,"6.9 inches, 720 x 1600 px, 120 Hz Display with Water Drop Notch",32 MP Dual Rear & 8 MP Front Camera,"Memory Card (Hybrid), upto 2 TB",Android v16,qYB5GVIj,https://www.smartprix.com/mobiles/xiaomi-redmi-a7-pro-5g-ppd1cnmjcowe
pd1l85vqruc,Oppo F31 Pro Plus 5G,29990,"₹29,990",2.2105768,83,70,UNKNOWN,68,13,"Dual Sim, 5G, VoLTE, Wi-Fi","Snapdragon 7 Gen3, Octa Core, 2.63 GHz Processor","8 GB RAM, 256 GB inbuilt",7000 mAh Battery with 80W Fast Charging,"6.8 inches, 1280 x 2800 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 32 MP Front Camera,Android v15,[NO] No FM Radio,Bq7Dsz7Z,https://www.smartprix.com/mobiles/oppo-f31-pro-plus-5g-ppd1l85vqruc
pd15ix9v6ny,OnePlus 13s 5G,52999,"₹52,999",-1.4329851,85,80,UNKNOWN,686,13,"Dual Sim, 5G, VoLTE, Vo5G, NFC, Wi-Fi, IR Blaster","Snapdragon 8 Elite, Octa Core, 4.32 GHz Processor","12 GB RAM, 256 GB inbuilt",5850 mAh Battery with 80W Fast Charging,"6.32 inches, 1216 x 2640 px, 120 Hz Display with Punch Hole",50 MP + 50 MP Dual Rear & 32 MP Front Camera,[NO] Memory Card Not Supported,Android v15,a4sxL91I,https://www.smartprix.com/mobiles/oneplus-13s-ppd15ix9v6ny
pd1s7borj5o,Samsung Galaxy F70e 5G (6GB RAM + 128GB),14937,"₹14,937",1.8937707,89,58,UNKNOWN,2,13,"Dual Sim, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","6 GB RAM, 128 GB inbuilt",6000 mAh Battery with 25W Fast Charging,"6.7 inches, 720 x 1600 px, 120 Hz Display with Water Drop Notch",50 MP + 2 MP Dual Rear & 8 MP Front Camera,"Memory Card (Hybrid), upto 2 TB",Android v16,FgDBAlrY,https://www.smartprix.com/mobiles/samsung-galaxy-f70e-5g-6gb-ram-128gb-ppd1s7borj5o
pd1cqvxs72y,Apple iPhone 17 Pro,132900,"₹1,32,900",1.1334026,82,75,IN_STOCK,8,13,"Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi","Apple A19 Pro, Hexa Core Processor","12 GB RAM, 256 GB inbuilt",3988 mAh Battery with Fast Charging,"6.3 inches, 1206 x 2622 px, 120 Hz Display with Dynamic Island",48 MP + 48 MP + 48 MP Triple Rear & 18 MP Front Camera,[NO] Memory Card Not Supported,iOS v26,92ebbHZt,https://www.smartprix.com/mobiles/apple-iphone-17-pro-ppd1cqvxs72y
pd1ah05xbgg,Realme 15 Pro 5G,31999,"₹31,999",-6.594837,94,72,UNKNOWN,7096,13,"Dual Sim, 5G, VoLTE, Wi-Fi","Snapdragon 7 Gen4, Octa Core, 2.8 GHz Processor","8 GB RAM, 128 GB inbuilt",7000 mAh Battery with 80W Fast Charging,"6.8 inches, 1280 x 2800 px, 144 Hz Display with Punch Hole",50 MP + 50 MP Dual Rear & 50 MP Front Camera,Android v15,[NO] No FM Radio,2FqFDqt9,https://www.smartprix.com/mobiles/realme-15-pro-5g-ppd1ah05xbgg
pd1tjbqsxri,Vivo X300 FE (12GB RAM + 512GB),89999,"₹89,999",1.0794612,86,92,ON_SALE,5921,13,"Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi, IR Blaster","Snapdragon 8 Gen5, Octa Core, 3.8 GHz Processor","12 GB RAM, 512 GB inbuilt",6500 mAh Battery with 90W Fast Charging,"6.31 inches, 1216 x 2640 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 8 MP Triple Rear & 50 MP Front Camera,[NO] Memory Card Not Supported,Android v16,S6RFE6TL,https://www.smartprix.com/mobiles/vivo-x300-fe-12gb-ram-512gb-ppd1tjbqsxri
pd1wt9hfgkb,Nothing Phone 4a,34700,"₹34,700",-7.815768,83,71,ON_SALE,8958,13,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi","Snapdragon 7s Gen4, Octa Core, 2.7 GHz Processor","8 GB RAM, 128 GB inbuilt",5400 mAh Battery with 50W Fast Charging,"6.78 inches, 1224 x 2720 px Display with Punch Hole",50 MP + 50 MP + 8 MP Triple Rear & 32 MP Front Camera,Android v16,[NO] No FM Radio,moW98pCW,https://www.smartprix.com/mobiles/nothing-phone-4a-ppd1wt9hfgkb
pd15wb0mhgp,OnePlus 15R 5G,52990,"₹52,990",-5.5360045,87,83,UNKNOWN,686,13,"Dual Sim, 5G, VoLTE, Vo5G, NFC, Wi-Fi, IR Blaster","Snapdragon 8 Gen5, Octa Core, 3.84 GHz Processor","12 GB RAM, 256 GB inbuilt",7400 mAh Battery with 80W Fast Charging,"6.83 inches, 1272 x 2800 px, 165 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 32 MP Front Camera,[NO] Memory Card Not Supported,Android v16,kbK3JI4f,https://www.smartprix.com/mobiles/oneplus-15r-5g-ppd15wb0mhgp
pd1hiasxnst,Samsung Galaxy M36 5G (8GB RAM + 128GB),18350,"₹18,350",-9.424374,84,59,IN_STOCK,2,13,"Dual Sim, 5G, VoLTE, Wi-Fi","Exynos 1380, Octa Core, 2.4 GHz Processor","8 GB RAM, 128 GB inbuilt",5000 mAh Battery with 25W Fast Charging,"6.7 inches, 1080 x 2340 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 13 MP Front Camera,Memory Card (Hybrid),Android v15,f0udA5sB,https://www.smartprix.com/mobiles/samsung-galaxy-m36-5g-8gb-ram-128gb-ppd1hiasxnst
pd1rdfw89gz,Vivo T4 Lite 5G,13999,"₹13,999",0.09575298,82,52,IN_STOCK,5921,13,"Dual Sim, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","4 GB RAM, 128 GB inbuilt",6000 mAh Battery with 15W Fast Charging,"6.74 inches, 720 x 1600 px, 90 Hz Display with Water Drop Notch",50 MP + 2 MP Dual Rear & 5 MP Front Camera,"Memory Card Supported, upto 2 TB",Android v15,c3ZJSusM,https://www.smartprix.com/mobiles/vivo-t4-lite-5g-ppd1rdfw89gz
pd1l6qmyj5w,Motorola Moto G64 5G (12GB RAM + 256GB),16889,"₹16,889",-0.008682699,82,62,UNKNOWN,4,13,"Dual Sim, 5G, VoLTE, Vo5G, Wi-Fi","Dimensity 7025, Octa Core, 2.5 GHz Processor","12 GB RAM, 256 GB inbuilt",6000 mAh Battery with 33W Fast Charging,"6.5 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 16 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v14,QT9XiH1v,https://www.smartprix.com/mobiles/motorola-moto-g64-5g-12gb-ram-256gb-ppd1l6qmyj5w
pd1t2f01uul,Google Pixel 10 5G,64999,"₹64,999",6.7341714,90,75,IN_STOCK,5938,13,"Dual Sim, 5G, VoLTE, Vo5G, NFC, eSIM, Wi-Fi","Tensor G5, Octa Core, 3.78 GHz Processor","12 GB RAM, 256 GB inbuilt",4970 mAh Battery with 30W Fast Charging,"6.3 inches, 1080 x 2424 px, 120 Hz Display with Punch Hole",48 MP + 13 MP + 10.8 MP Triple Rear & 10.5 MP Front Camera,Android v16,[NO] No FM Radio,d8zIzDxQ,https://www.smartprix.com/mobiles/google-pixel-10-ppd1t2f01uul
pd163ufsnzy,iQOO Neo 10 (8GB RAM + 256GB),37999,"₹37,999",-0.4124342,91,80,UNKNOWN,8707,13,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster","Snapdragon 8s Gen4, Octa Core, 3.2 GHz Processor","8 GB RAM, 256 GB inbuilt",7000 mAh Battery with 120W Fast Charging,"6.78 inches, 1260 x 2800 px, 144 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 32 MP Front Camera,Android v15,[NO] No FM Radio,ANkbvqiQ,https://www.smartprix.com/mobiles/iqoo-neo-10-8gb-ram-256gb-ppd163ufsnzy
pd1spse38nz,OPPO Reno 15 5G,47999,"₹47,999",-3.408787,86,79,UNKNOWN,68,13,"Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster","Snapdragon 7 Gen4, Octa Core, 2.8 GHz Processor","8 GB RAM, 256 GB inbuilt",6500 mAh Battery with 80W Fast Charging,"6.59 inches, 1256 x 2760 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 8 MP Triple Rear & 50 MP Front Camera,[NO] Memory Card Not Supported,Android v16,Qkm5Uyoa,https://www.smartprix.com/mobiles/oppo-reno-15-5g-ppd1spse38nz
